model,avg_time_ms,max_time_ms,min_time_ms,std_time_ms,n_images
传统视觉二分类_SVM_XGBoost,18.46348749358885,46.47029098123312,15.13825001893565,3.5151979378838862,217
传统视觉普通四分类_SVM_XGBoost,17.5073492713058,29.141624982003123,14.781875011976808,2.302538776215932,217
传统视觉有序四分类_SVM_XGBoost,18.205028388880983,31.17991704493761,14.93204099824652,2.4780862434414,217
